name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Coyote Springs II,USA0007931,287.0,Gas,United States of America,Avista Corp,EIA-860,45.848039,-119.673965,United States of America national data
Ventos da Serra Azul 06,BRA0031529,25.2,Wind,Brazil,CASAFORTE EÓLICA LTDA.,http://sigel.aneel.gov.br/kmz.html,-9.573733,-41.01581,Brazil national data
Avra Valley Solar,USA0057657,26.5,Solar,United States of America,NRG Solar Avra Valley,EIA-860,32.371667,-111.282777,United States of America national data
Industrial Park,USA0007934,13.4,Oil,United States of America,City of Rock Falls - (IL),EIA-860,41.768199,-89.674385,United States of America national data
Trenton South,USA0007935,14.0,Oil,United States of America,Trenton Municipal Utilities - (MO),EIA-860,40.067218,-93.604363,United States of America national data
Nine Canyon,USA0007936,95.9,Wind,United States of America,Energy Northwest,EIA-860,46.0958,-119.0964,United States of America national data
Ponnequin,USA0007937,25.3,Wind,United States of America,Public Service Co of Colorado,EIA-860,40.990489,-104.816686,United States of America national data
Taylor Farms Salinas,USA0058303,1.1,Gas,United States of America,Bloom Energy,EIA-860,36.6575,-121.623333,United States of America national data
Diesel Group 1,USA0007939,12.0,Oil,United States of America,Old Dominion Electric Coop,EIA-860,37.7714,-75.6342,United States of America national data
Juniper Networks Sunnyvale,USA0058301,1.1,Gas,United States of America,Bloom Energy,EIA-860,37.406944,-122.026944,United States of America national data
Honda Torrance,USA0058300,1.1,Gas,United States of America,Bloom Energy,EIA-860,33.838056,-118.315,United States of America national data
Ivanhoe Solar,USA0058307,3.5,Solar,United States of America,Tulare PV I LLC,EIA-860,36.3875,-119.255,United States of America national data
Exeter Solar,USA0058306,3.5,Solar,United States of America,Tulare PV I LLC,EIA-860,36.2675,-119.122222,United States of America national data
Gardiner,USA0050688,1.0,Hydro,United States of America,KEI (Maine) Power Management (III) LLC,EIA-860,44.221796,-69.785675,United States of America national data
Twin Reservoirs,USA0050382,2.2,Hydro,United States of America,Walla Walla City of,EIA-860,46.088333,-118.254722,United States of America national data
Panoche Peaker,USA0055874,49.9,Gas,United States of America,Wellhead Services Inc,EIA-860,36.6535,-120.5783,United States of America national data
Bydgoszcz 2,WRI1019068,183.0,Coal,Poland,,ENTSOE,53.123495774,18.0076217651,CARMA data
Windy Standard,WRI1005088,22.0,Wind,United Kingdom,Beaufort Wind Ltd (4),UK DUKES,55.2129112817,-4.26321523065,CARMA data
Martina,WRI1004342,84.0,Hydro,Switzerland,,Swiss Federal Office of Energy,46.884164,10.462687,CARMA data
Georgetown,USA0007759,340.0,Gas,United States of America,Indianapolis Power & Light Co,EIA-860,39.902556,-86.24405,United States of America national data
Klondike Wind Power,USA0055871,24.5,Wind,United States of America,Iberdrola Renewables Inc,EIA-860,45.5563,-120.5507,United States of America national data
EL PULPAL,WRI1006447,17.25,Wind,Spain,EOLICA DEL MONCAYO  S.L.U.,Red Eléctrica de España,41.779013,-1.983913,CARMA data
PARQUE EOLICO RIOFRIO,WRI1007625,32.0,Wind,Spain,ELECNOR  S.A.,Red Eléctrica de España,37.691463,-3.818678,CARMA data
Mesalands Comm College Wind Turbine,USA0057106,1.5,Wind,United States of America,Mesalands Community College,EIA-860,35.17,-103.74,United States of America national data
Wi-Biebrich,WRI1006142,31.7,Biomass,Germany,InfraServ GmbH & Co. Wiesbaden KG,Open Power System Data,50.040546,8.253248,WRI data
Camanducaia,BRA0011784,3.62,Hydro,Brazil,SBE – Sociedade Brasileira de Energia Renovável Ltda.,http://sigel.aneel.gov.br/kmz.html,-22.823333,-46.184167,Brazil national data
Byk,BRA0041487,2.0,Coal,Brazil,Altana Pharma Ltda,http://sigel.aneel.gov.br/kmz.html,-22.70201,-46.976535,Brazil national data
Ponte de Pedra 01,BRA0011786,23.4,Hydro,Brazil,RV Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.173,-50.846,Brazil national data
Veracel,BRA0042668,126.6,Coal,Brazil,Veracel Celulose S/A,http://sigel.aneel.gov.br/kmz.html,-16.37401,-39.570535,Brazil national data
Raposo,BRA0011780,6.8,Hydro,Brazil,Welt Participações Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.184167,-50.486425,Brazil national data
Brotas,BRA0041483,70.0,Coal,Brazil,Cogeração de Energia Elétrica Paraíso S.A.,http://sigel.aneel.gov.br/kmz.html,-22.34649,-48.096535,Brazil national data
Hospital Mater Dei - Contorno I,BRA0041480,2.4,Coal,Brazil,Hospital Mater S.A.,http://sigel.aneel.gov.br/kmz.html,-19.922649,-43.948396,Brazil national data
Água Branca - C (Eixo IX),BRA0011783,22.0,Hydro,Brazil,CELER – Centrais Elétricas do Rio Ribeira,http://sigel.aneel.gov.br/kmz.html,-24.924444,-49.541944,Brazil national data
Sumas Power Plant,USA0054476,125.5,Other,United States of America,Puget Sound Energy Inc,EIA-860,48.9905,-122.2733,United States of America national data
Sol,BRA0042662,147.3,Coal,Brazil,Arcelor Mittal Brasil S.A.,http://sigel.aneel.gov.br/kmz.html,-20.12457,-40.291675,Brazil national data
Santa Cruz,BRA0042660,1000.0,Coal,Brazil,Furnas Centrais Elétricas S/A.,http://sigel.aneel.gov.br/kmz.html,-22.910177,-43.758035,Brazil national data
Verdinho 01 Alto,BRA0011788,19.5,Hydro,Brazil,GEOS – Geologia para Mineração Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.462637,-50.7802,Brazil national data
Verde 08,BRA0011789,28.5,Hydro,Brazil,L & S Par Ltda e Alupar Investimentos S.A.,http://sigel.aneel.gov.br/kmz.html,-17.649957,-50.495315,Brazil national data
Caapiranga,BRA0041489,1.786,Coal,Brazil,Amazonas Distribuidora de Energia S/A,http://sigel.aneel.gov.br/kmz.html,-3.325454,-61.201646,Brazil national data
Osprey Point RES,USA0059255,13.2,Gas,United States of America,Hoosier Energy R E C  Inc,EIA-860,39.059167,-87.506111,United States of America national data
Guodian Penglai power station,GEODB0000561,660.0,Coal,China,China Guodian Corp,SourceWatch,37.754722,120.594444,SourceWatch data
CSUF Trigeneration,USA0058169,5.5,Solar,United States of America,California State University at Fullerton,EIA-860,33.879444,-117.8875,United States of America national data
CAICARA D,BRA0030850,18.0,Wind,Brazil,VAMCRUZ I PARTICIPAÇÕES S.A.,http://sigel.aneel.gov.br/kmz.html,-5.099794,-36.044968,Brazil national data
William Floyd School District,USA0058167,3.9,Oil,United States of America,William Floyd School District,EIA-860,40.776944,-72.850833,United States of America national data
Smith College Central Heating Plant,USA0058166,5.3,Gas,United States of America,The Trustees of Smith College,EIA-860,42.3125,-72.639444,United States of America national data
College of New Jersey,USA0058165,6.2,Gas,United States of America,The College of New Jersey,EIA-860,40.269444,-74.773333,United States of America national data
Slayton Solar,USA0058164,1.7,Solar,United States of America,Ecos Energy LLC,EIA-860,43.980278,-95.767222,United States of America national data
Mercy Medical Center,USA0058163,3.0,Oil,United States of America,Mercy Medical Center,EIA-860,40.688333,-73.630833,United States of America national data
Cirrus Wind 1 LLC,USA0058162,61.2,Wind,United States of America,Cirrus Wind 1 LLC,EIA-860,33.033056,-101.6875,United States of America national data
Western Michigan University Power Plant,USA0058161,11.7,Waste,United States of America,Western Michigan University,EIA-860,42.28,-85.606389,United States of America national data
Williams College - Campus CHP,USA0058160,3.0,Gas,United States of America,President & Trustees of Williams College,EIA-860,42.709722,-73.202222,United States of America national data
P.E. LAS PARDAS,WRI1007093,49.5,Wind,Spain,PRODUCTOR REGIONAL DE ENERGIA RENOVABLE SA,Red Eléctrica de España,41.880445,-4.362428,CARMA data
Sahid Montazere Ghaem,WRI1008179,626.0,Oil,Iran,,Iranian Power Sector 2010,35.73,51.0,GEO data
Passau-Ingling,WRI1005221,86.0,Hydro,Austria,Verbund,Verbund,48.5711552731,13.4489822388,CARMA data
P.E. EL GUIJO II,WRI1007020,26.0,Wind,Spain,LURIA DE ENERGIAS  S.A.,Red Eléctrica de España,41.098287,-2.574055,CARMA data
Cushaling,WRI1002820,116.0,Oil,Ireland,Edenderry,All Island project,53.2926,-7.0866,GEO data
SIBULAN HEP,WRI1001977,43.0,Hydro,Philippines,,Philippines Department of Energy,7.1461111,126.5155556,CARMA data
Panzhihua Works power station,GEODB0000642,330.0,Coal,China,Panzhihua Iron & Steel Co,SourceWatch,26.6014559,101.5065221,SourceWatch data
Latyan,WRI1008158,45.0,Hydro,Iran,,Iranian Power Sector 2010,35.7898,51.6785,GEO data
MAITENES,CHL0000068,31.0,Hydro,Chile,Unknown,Unknown,-33.5307034623,-70.2617884696,Chile national data
Talang Padang,WRI1001023,12.5,Oil,Indonesia,PLN-South Sumatera Generation Unit,Repit's Blog,-0.949243986848,100.354270935,CARMA data
Luoyang Shouyangshan-3 power station,GEODB0000285,1200.0,Coal,China,China Resources Power Holdings,SourceWatch,34.7365161,112.684183,SourceWatch data
PARQUE EOLICO TAHIVILLA,WRI1007704,30.0,Wind,Spain,DESARROLLOS EOLICOS DE TARIFA  S.A.,Red Eléctrica de España,36.01393,-5.606949,CARMA data
Luoyang Xigong power station,GEODB0000287,100.0,Coal,China,Henan Electric Power Corp,SourceWatch,34.66,112.428,SourceWatch data
Luoyang Shuangyuan power station,GEODB0000286,330.0,Coal,China,Luoyang Shuangyuan Thermal Power,SourceWatch,34.618,112.454,SourceWatch data
Longquan Kim Hyung power station,GEODB0000281,1320.0,Coal,China,Yidian Holding Group Co, Ltd,SourceWatch,34.41472,112.50113,SourceWatch data
Suppa - Pare pare,WRI1001020,60.0,Oil,Indonesia,PT. Makasar Power (Alsons Power Holdings Corp + Toyota Tsusho Corp/Tomen + Singapore Power),Repit's Blog,-4.0135,119.6255,CARMA data
PARQUE EOLICO TACICA DE PLATA,WRI1007703,22.0,Wind,Spain,SISTEMAS ENERGETICOS TACICA DE PLATA  S.A,Red Eléctrica de España,37.142449,-2.778082,CARMA data
Luoyang Hebi power station,GEODB0000282,270.0,Coal,China,Hebi Coal Power Co Ltd,SourceWatch,34.618,112.454,SourceWatch data
Virálcool 2,BRA0041150,30.0,Coal,Brazil,Virálcool Açúcar e Álcool Ltda.,http://sigel.aneel.gov.br/kmz.html,-20.93351,-48.243535,Brazil national data
Alcon Laboratórios do Brasil,BRA0041151,1.265,Coal,Brazil,Alcon Laboratórios do Brasil Ltda.,http://sigel.aneel.gov.br/kmz.html,-23.54351,-46.626646,Brazil national data
BCP,BRA0041152,1.31,Coal,Brazil,BCP S.A.,http://sigel.aneel.gov.br/kmz.html,-23.602676,-46.686923,Brazil national data
Campo Largo I,BRA0030856,29.37,Wind,Brazil,CLWP EÓLICA PARQUE I LTDA,http://sigel.aneel.gov.br/kmz.html,-10.465447,-41.493467,Brazil national data
Marrum,WRI1005394,5.25,Wind,Netherlands,,Wind Stats Netherlands,53.3227735309,5.80198287964,CARMA data
Nanyang Puguang power station,GEODB0000288,250.0,Coal,China,Meiya Power Co,SourceWatch,32.99,112.528,SourceWatch data
Henderson,AUS0000355,3.2,Waste,Australia,Waste Gas Resources,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-32.165021019,115.800800123,Australia national data
Woodman Point,AUS0000354,1.8,Waste,Australia,Water Corporation,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-32.14241986,115.771304958,Australia national data
Mandurah,AUS0000357,1.3,Waste,Australia,Landfill Gas and Power Pty Ltd,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-32.50791827,115.75895724,Australia national data
Tamala Park,AUS0000356,4.65,Waste,Australia,Landfill Gas and Power Pty Ltd,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-31.707786129,115.726644853,Australia national data
Coral Bay Diesel Backup,AUS0000351,2.24,Oil,Australia,Verve Energy,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-23.152144318,113.776179006,Australia national data
Bayer,BRA0042598,3.84,Coal,Brazil,Bayer S/A,http://sigel.aneel.gov.br/kmz.html,-23.54401,-46.626535,Brazil national data
Denham Diesel Backup,AUS0000353,1.6,Oil,Australia,Verve Energy,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-25.916724839,113.533954528,Australia national data
C.T. SALMOFOOD CASTRO,CHL0000312,1.6,Oil,Chile,Unknown,Unknown,-102.3065752,-7285.07538305,Chile national data
Battistella,BRA0042597,3.15,Coal,Brazil,Battistella Indústria e Comércio Ltda.,http://sigel.aneel.gov.br/kmz.html,-26.229343,-49.577757,Brazil national data
Abílio Bornia,BRA0042591,11.2,Coal,Brazil,Usina Termoelétrica Winimport S/A,http://sigel.aneel.gov.br/kmz.html,-25.566667,-51.066667,Brazil national data
Abatedouro São Salvador,BRA0042590,3.688,Coal,Brazil,Abatedouro São Salvador Ltda,http://sigel.aneel.gov.br/kmz.html,-16.004421,-49.786712,Brazil national data
Adria,BRA0042593,2.04,Coal,Brazil,Adria Alimentos do Brasil Ltda,http://sigel.aneel.gov.br/kmz.html,-21.25101,-48.312535,Brazil national data
Abunã,BRA0042592,3.18,Coal,Brazil,Guascor do Brasil Ltda.,http://sigel.aneel.gov.br/kmz.html,-9.686843,-65.363312,Brazil national data
P.E. BULLANA,WRI1006948,38.0,Wind,Spain,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red Eléctrica de España,42.968437,-7.085408,CARMA data
Sloy,WRI1005032,153.0,Hydro,United Kingdom,Sloy/Awe,UK DUKES,56.2512,-4.7117,GEO data
South Humber Bank,WRI1005035,1310.0,Gas,United Kingdom,Centrica,UK DUKES,53.6007821688,-0.144624710083,GEO data
Heze Zhaolou power station,GEODB0000563,300.0,Coal,China,Heze Energy & Chemistry Co.,SourceWatch,35.233333,115.433333,SourceWatch data
Solutia,WRI1005034,5.0,Wind,United Kingdom,Resonance (17),UK DUKES,51.5877363768,-2.99835026264,CARMA data
Tegineneng,WRI1001028,28.2,Oil,Indonesia,PLN-South Sumatera Generation Unit,Repit's Blog,-5.601469,104.798754,CARMA data
Walter Power Interenational Naudero-II,WRI1001683,50.0,Gas,Pakistan,Government RPP,An Overview of Electricity Sector in Pakistan,27.66477,68.362174,CARMA data
Fulton (MO),USA0002126,33.2,Oil,United States of America,City of Fulton - (MO),EIA-860,38.868095,-91.94778,United States of America national data
Bikou,WRI1000516,300.0,Hydro,China,,Northwest hydro Consulting Engineers,32.75875,105.222917,WRI data
Empire Energy Center,USA0006223,379.0,Gas,United States of America,Empire District Electric Co,EIA-860,37.1385,-94.1041,United States of America national data
AZULIBER,WRI1006221,17.763,Gas,Spain,AZULIBER 1 S.L.,Red Eléctrica de España,40.0666667,-0.2,CARMA data
TERMOSOL-2,WRI1007962,49.9,Solar,Spain,PLANTA TERMOSOLAR DE EXTREMADURA 2  S.L.,Red Eléctrica de España,39.1933,-5.5779,GEO data
Durant,USA0006220,6.4,Oil,United States of America,City of Durant - (IA),EIA-860,41.59976,-90.91195,United States of America national data
Jasper 2,USA0006225,14.5,Coal,United States of America,City of Jasper - (IN),EIA-860,38.4004,-86.9146,United States of America national data
Mobile,USA0006229,3.1,Oil,United States of America,Nebraska Public Power District,EIA-860,40.8667,-97.5925,United States of America national data
Arapapá,BRA0031208,10.0,Wind,Brazil,Arapapá Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-14.523982,-42.617315,Brazil national data
Lexington Health Center,USA0056067,1.8,Oil,United States of America,North Carolina Mun Power Agny #1,EIA-860,35.8308,-80.2486,United States of America national data
Deshler,USA0002234,2.3,Oil,United States of America,City of Deshler - (NE),EIA-860,40.1408,-97.7239,United States of America national data
BONS VENTOS CACIMBAS 12,BRA0030447,16.8,Wind,Brazil,Servtec Investimentos e Participações Ltda.,http://sigel.aneel.gov.br/kmz.html,-3.886963,-41.012752,Brazil national data
Sloss Industries Corp,USA0050359,25.0,Gas,United States of America,Walter Coke,EIA-860,33.568164,-86.79873,United States of America national data
Zeebrugge 2 Fluxys,WRI1002285,40.0,Gas,Belgium,,ELIA Belgian Grid Operator,51.329015,3.181878,CARMA data
Zedelgem TJ,WRI1002284,18.6,Oil,Belgium,,ELIA Belgian Grid Operator,51.142355,3.136801,CARMA data
Zandvliet Power,WRI1002283,384.0,Gas,Belgium,,ELIA Belgian Grid Operator,51.2198,4.401,CARMA data
WM Park Powerport Zeebrugge,WRI1002282,12.0,Wind,Belgium,,ELIA Belgian Grid Operator,51.329015,3.181878,CARMA data
Windvision Estinnes WIND,WRI1002281,80.0,Wind,Belgium,,ELIA Belgian Grid Operator,50.4116,4.0804,GEO data
Wilrijk Isvag,WRI1002280,10.5,Hydro,Belgium,,ELIA Belgian Grid Operator,51.167342691,4.39513206482,CARMA data
Warrior Ridge Hydro,USA0010152,2.8,Hydro,United States of America,American Hydro Power Company,EIA-860,40.540042,-78.034628,United States of America national data
Rolfe Canal Hydro,USA0050351,4.3,Hydro,United States of America,Briar-Hydro Associates,EIA-860,43.27456,-71.604027,United States of America national data
Nacimiento Hydro Project,USA0050352,4.4,Hydro,United States of America,Monterey Cnty Water Res Agency,EIA-860,35.798576,-120.883331,United States of America national data
Grant Town Power Plant,USA0010151,95.7,Coal,United States of America,American Bituminous Power LP,EIA-860,39.561831,-80.163138,United States of America national data
Fresno Cogen Partners,USA0010156,82.6,Gas,United States of America,Wellhead Services Inc,EIA-860,36.617022,-120.099846,United States of America national data
Kingsburg Cogen,USA0010405,36.2,Gas,United States of America,KES Kingsburg LP,EIA-860,36.5397,-119.5794,United States of America national data
Chocolate Bayou Works,USA0010154,41.0,Gas,United States of America,INEOS USA LLC,EIA-860,29.2293,-95.1952,United States of America national data
Brasfield,USA0010155,2.9,Hydro,United States of America,Appomattox River Associates LP,EIA-860,37.220833,-77.524504,United States of America national data
Knife Falls,USA0001895,2.4,Hydro,United States of America,ALLETE  Inc.,EIA-860,46.726627,-92.448619,United States of America national data
Fond Du Lac,USA0001894,12.0,Hydro,United States of America,ALLETE  Inc.,EIA-860,46.666768,-92.293897,United States of America national data
